tweet_id,created_at,text,in_response_to_tweet_id
1244191,Mon Oct 16 22:15:18 +0000 2017,@sprintcare No I work for Apple,1244192
1244193,Mon Oct 16 22:12:20 +0000 2017,@sprintcare I’m trying to get my account back to a consumer account so that I can be able to pre order the new iPhone on the 27th.,1244194
1244672,Thu Oct 26 15:03:40 +0000 2017,@sprintcare Sprint did me dirty,1244671
1244674,Sun Oct 29 10:24:22 +0000 2017,@sprintcare I already have,1244673
971531,Wed Oct 25 23:49:29 +0000 2017,@sprintcare Sprint can eat s*** and as soon as my phone is paid off I'm canceling my service with Sprint and going to Straight Talk.,971443
1244679,Wed Oct 25 23:47:44 +0000 2017,@sprintcare It might be too late AL. Your company wasn’t equipped to resolve my issue and now my acct. seems to have been ejected to collections,1244680
1244681,Wed Oct 25 23:56:22 +0000 2017,@sprintcare I tried ... the feed was terminated on your end,1244680
1244800,Mon Oct 16 02:08:29 +0000 2017,@sprintcare Indoors. It just changed back to normal.,1238925
1244803,Mon Oct 16 02:01:24 +0000 2017,"@sprintcare Yes, other relatives keep having the same issue",1236844
1244827,Mon Oct 16 02:43:21 +0000 2017,@sprintcare @116447 Apparently I did something wrong ‘cause even tough I read the press release my phone still says “No Service”. Hmm...,1240807
1245183,Thu Oct 26 00:39:38 +0000 2017,@sprintcare I did,1245182
1245187,Thu Oct 26 00:14:28 +0000 2017,@sprintcare Like you should seeeee all the DM's from y'all. It's a joke at this point,1245186
1245188,Thu Oct 26 00:13:57 +0000 2017,@sprintcare Mmm nah... I've had a gang of DM's and all the troubleshooting y'all do does not help. I'm porting my number over soon. Thanks anyway,1245186
1245664,Thu Oct 26 00:34:56 +0000 2017,@sprintcare Can you give me an email to send details?,1245663
1245667,Thu Oct 26 00:53:48 +0000 2017,@sprintcare It's been escalated now after 6 hours of drama.  Been with sprint 15+ years and we continue to receive the worse customer service ever.,1245666
1245675,Fri Oct 27 18:25:51 +0000 2017,"@sprintcare @115714 @sprintcare After redoing all the experiments I did for the past six days, Sprint NW team will check, which will take 3-5 days more.",1245674
1246170,Thu Oct 26 01:38:43 +0000 2017,@sprintcare Yes,1246169
1246596,Thu Oct 26 01:02:37 +0000 2017,@sprintcare @__Sully__ Hey @__Sully__ can you elaborate? I'm (with much fear) thinking of leasing two new phones. But after my last experience with these folks...,1246595
1246609,Thu Oct 26 00:59:14 +0000 2017,@sprintcare Your cell service is crappy. I had to leave spint. #hr4hr,1246608
1246612,Thu Oct 26 00:51:35 +0000 2017,@sprintcare Your customer service reps don’t,1246611
1246615,Thu Oct 26 01:20:45 +0000 2017,@sprintcare Trying to talk to someone and I just keep getting transferredand don’t know where I’m being transferred to,1246614
1246619,Fri Oct 27 01:18:44 +0000 2017,@sprintcare Already did don’t tell me y’all act just like the call center,1246617
1247065,Thu Oct 26 01:09:46 +0000 2017,@sprintcare He has a malfunctioning battery it won’t hold charge at all so I would love to know if there is anything you can do to help,1247064
1247066,Wed Oct 25 23:36:37 +0000 2017,@sprintcare I feel no way but since my friend here is having troubles with his phone I want to know if there is anyway to help him out with that🤔,1247068
1247076,Thu Oct 26 01:14:46 +0000 2017,"@sprintcare Been there done that. Talking isn't working, just wasting my time since Thursday! We just want our new phones at decent prices!",1247075
1247079,Thu Oct 26 04:59:58 +0000 2017,"@sprintcare Spent an hour of my life in the phone w ur rep giving me misinformation, &amp; bunk offers for adding a line for a new phone for daughters bday",1247078
1247084,Thu Oct 26 05:32:52 +0000 2017,@sprintcare Sure—let’s see how this can be fixed. Hideous experience with a sad outcome (at least thus far),1247083
1248785,Thu Oct 26 02:43:16 +0000 2017,@sprintcare @116447 Done,1248784
1248793,Thu Oct 26 02:35:22 +0000 2017,"@sprintcare First of all, you should've just sent a DM  yourself. Can you speed up this internet??   Y do only have 2/5 bars ALL THE TIME?",1248792
1249598,Thu Oct 26 03:05:34 +0000 2017,@sprintcare @116447 I'm obviously still up...,1249599
1249600,Thu Oct 26 02:58:49 +0000 2017,"@sprintcare @413090 @115714 @115911 @TMobileHelp @116447 Figures... I've been trying to get through by phone for hours, and now I have to wait until tomorrow morning when I'm supposed to be asleep.",1249208
1250512,Thu Oct 26 03:54:39 +0000 2017,@sprintcare My phone is angry.,1250511
1250513,Thu Oct 26 03:48:24 +0000 2017,@sprintcare Can I ask you a serious question?,616786
1250799,Thu Oct 26 04:17:37 +0000 2017,@sprintcare My phone is not on disconnected,1250798
1250801,Thu Oct 26 04:23:35 +0000 2017,@sprintcare My service is not on. And i mail a payment in will like to filed missing payment,1250800
1250803,Thu Oct 26 05:22:53 +0000 2017,@sprintcare What info you need,1250802
1250805,Thu Oct 26 05:37:39 +0000 2017,@sprintcare I just sent dm,1250804
971539,Thu Oct 26 03:23:50 +0000 2017,@sprintcare Having issues with my account,971443
1250961,Mon Oct 16 04:07:58 +0000 2017,@sprintcare my facetime calls drop after 3 minuets,1250960
971535,Thu Oct 26 04:19:37 +0000 2017,"@sprintcare 77038 is also having issues, thought it was my phone but I see I'm not the only one.....",971443
1251087,Thu Oct 26 04:16:34 +0000 2017,@sprintcare Well I’m trying to set up payment arrangements but the website isn’t working AGAIN,1251086
1252341,Thu Oct 26 05:29:36 +0000 2017,@sprintcare @413777 Don’t dm them they won’t help and just want to get you off publicly posting,1252340
1253269,Mon Oct 16 14:10:29 +0000 2017,@sprintcare Y can't you discuss your phone  plan over the phone with customer service? Not everyone has time to wait &amp; get it taken care of in the store,1253274
1254678,Thu Nov 02 02:28:36 +0000 2017,@sprintcare Call me tomorrow at 10 am CST,1254677
1254681,Thu Nov 02 02:31:46 +0000 2017,@sprintcare 816-210-6173,1254680
1254679,Thu Nov 02 02:25:54 +0000 2017,"@sprintcare Already been through customer retention,  didn't help",1254684
1254685,Thu Nov 02 02:18:10 +0000 2017,@sprintcare I  wish that was true,1254686
1254691,Thu Nov 02 02:23:51 +0000 2017,@sprintcare Just responded,1254690
1255104,Mon Nov 06 19:22:54 +0000 2017,@sprintcare my phone keeps saying no service,1255107
1255110,Tue Nov 07 13:54:14 +0000 2017,@sprintcare No service I keep having to cut my fone on and off this shit sucks and I'm payin 2 much a month for shitty service every month,1255109
1255113,Tue Nov 07 16:17:07 +0000 2017,@sprintcare @116447 By whom?,1255112
1255116,Tue Nov 07 16:53:13 +0000 2017,@sprintcare @116447 How and when. You don’t know my issue? Email or call or DM?,1255115
1255118,Tue Nov 07 16:55:33 +0000 2017,@sprintcare @116447 There is no extension...,1255117
1255121,Tue Nov 07 14:45:33 +0000 2017,@sprintcare I would but the service I get in Dallas is piss poor. My phone won’t even load your profile,1255120
1255384,Mon Oct 16 05:00:29 +0000 2017,@sprintcare sure thing! Now that I’m connected to WiFi I’m sure you’ll get it. Without WiFi my phone is a paperweight,1255383
1255387,Tue Oct 17 01:13:20 +0000 2017,@sprintcare @414358 I had sprint too best thing I did was leave them,1255386
1255385,Mon Oct 16 03:37:50 +0000 2017,@sprintcare I sent you a DM over an hour ago. No response. Maybe you haven’t received it because your service sucks #sprintsucks,1255389
1255392,Mon Oct 16 04:45:53 +0000 2017,@sprintcare That was quick. Okay. 😊,1255391
1257253,Thu Oct 26 17:07:28 +0000 2017,"@sprintcare  2 hours yesterday, TWO HOURS, online with you people and my service STILL SUCKS! Seems like the only resolution is switching",1257252
1241386,Thu Oct 26 01:01:10 +0000 2017,"@sprintcare next step, return the phone and switch to any other cell carrier because sprint sucks",1241380
1257888,Thu Oct 26 05:31:08 +0000 2017,@sprintcare @414758 How come the person helping me disappeared and no one can pick up the slack,1257890
1257892,Thu Oct 26 04:46:45 +0000 2017,@sprintcare Fuck that I want a free month or I’m going back to @115911,1257893
1258437,Thu Oct 26 08:37:25 +0000 2017,@sprintcare I did,1258436
1262798,Thu Oct 26 11:08:07 +0000 2017,@sprintcare my phone is just being mad silly. I have full bars and LTE and usually stuff loads real quick but not the past few days,1262799
1263232,Thu Oct 26 11:44:16 +0000 2017,@sprintcare i did dm you guys,1263231
1263233,Thu Oct 26 11:44:06 +0000 2017,@sprintcare i did i just cant take this anymore i been so loyal to you guys since 2012,1263231
1263237,Thu Oct 26 12:37:05 +0000 2017,@sprintcare ALready fell for that. Not doing it again. #GoPoundSalt #ImSwitchingService,1263236
1263234,Thu Oct 26 11:23:13 +0000 2017,@sprintcare like i need my phone on i been with sprint since 2012 still cant even get help that i need,1263238
1263239,Thu Oct 26 11:18:58 +0000 2017,@sprintcare my phone is off i cant even pay my bill sprint told me my phone wont cut off but today it did im not liking this at all,1263238
1264824,Thu Oct 26 12:25:54 +0000 2017,"@sprintcare @239757 You will DM and they will tell you to go pound salt at some point. #Switch
#TrustMe
#ThankMeLater",1264823
1268159,Tue Oct 17 11:14:39 +0000 2017,@sprintcare Yes and yes,1268158
1268162,Tue Oct 17 11:25:16 +0000 2017,@sprintcare Everywhere .. u got the analytics of ur company.. u kno where I'm tweeting you from and u kno what service is messed up,1268161
1268166,Wed Oct 18 21:19:28 +0000 2017,@sprintcare Yes,369542
1269248,Thu Oct 26 18:13:16 +0000 2017,"@sprintcare thanks for your concern, however, now you’ve turned this into a pushy sales thing. #Decisionmade #PleaseStop #noreplyneeded",1200418
1269250,Thu Oct 26 13:49:31 +0000 2017,@sprintcare I appreciate the update and hope its up and running soon,1269251
1269892,Thu Oct 26 14:14:48 +0000 2017,@sprintcare @188181,1269891
1269893,Thu Oct 26 14:15:39 +0000 2017,@sprintcare @417324 Please get me in contact with a customer service rep. Like actually talk on the phone. My phone has been turned off. Idk why?,1269891
1269896,Thu Oct 26 14:20:09 +0000 2017,@sprintcare Yes.,1269895
1270749,Thu Oct 26 14:33:17 +0000 2017,@sprintcare I've been with your service for 9 years and just so I could get service in my own home I was given a cell tower. Anywhere else I go it's,1270748
1270755,Thu Oct 26 14:44:42 +0000 2017,@sprintcare I'll stay on sprint for a free iPhone X 💅,1270752
1270756,Thu Oct 26 14:43:56 +0000 2017,@sprintcare Anywhere else I go I never have service or my calls constantly drop. The service is just terrible. My grandmas straight talk is better lol.,1270752
1270750,Thu Oct 26 14:26:48 +0000 2017,@sprintcare Have good enough service so I don't have to have a fucking cell tower in my house.,1270763
1270766,Thu Oct 26 14:47:28 +0000 2017,@sprintcare I just did.,1270765
1270769,Thu Oct 26 14:17:34 +0000 2017,@sprintcare Yep.,1269898
1271792,Thu Oct 26 14:45:30 +0000 2017,@sprintcare Sprint cut it off so there fore I dont have one.,1271791
1271796,Thu Oct 26 16:07:48 +0000 2017,@sprintcare @346094 They cut off your phone service and they're now demanding you make a phone call to get this resolved? Classic @115714.,1271795
1271800,Thu Oct 26 16:15:19 +0000 2017,"@sprintcare Why not just go in and see both my DM history, and my 'secure chat' history?",1271797
1271803,Thu Oct 26 17:12:44 +0000 2017,@sprintcare Let me get right on that. I have nothing better to do today than have a conversation with a rude robot.,1271802
1271805,Thu Oct 26 17:15:01 +0000 2017,@sprintcare That's what the last robot said.,1271804
1271807,Thu Oct 26 17:20:02 +0000 2017,@sprintcare Why? I'm just gonna screen cap it and post it all over the web anyway.,1271806
1271809,Thu Oct 26 16:14:27 +0000 2017,@sprintcare  https://t.co/fqjoWeFIEE,1271798
1271811,Thu Oct 26 14:37:50 +0000 2017,"@sprintcare You no longer value loyalty, your customer service sucks, and I see no reason to stay with sprint after 10+ years.",1271812
1271817,Thu Oct 26 15:03:17 +0000 2017,@sprintcare I appreciate it but I don’t expect much. Spent countless hours over the past several months. Really disappointed.,1271816
1272741,Sat Nov 25 20:10:50 +0000 2017,@sprintcare I’m STILL on the call I made almost an hour ago. She’s trying to help....so I’ll DM you if she can’t fix the issue.,1272742
1272743,Sat Nov 25 20:12:15 +0000 2017,@sprintcare Oh wait she transferred me this is person #7 @sprintcare 🙄🤦🏾‍♀️😤,1272742
1272796,Thu Oct 26 16:44:36 +0000 2017,@sprintcare I have done that too... still nothing.,1272795
1272809,Thu Oct 26 15:37:51 +0000 2017,@sprintcare i got taken care of thanks,1272808
1272810,Wed Oct 25 05:58:16 +0000 2017,@sprintcare Just did,1272812
1274474,Thu Oct 26 15:38:29 +0000 2017,@sprintcare My phone number is 313-772-3488.your agent have been very disrespectful to https://t.co/PniWvjJRRP they have me just sitting on the phone,1274473
1274477,Thu Oct 26 15:37:17 +0000 2017,@sprintcare Since I've had sprint your coverage sucks North Dakota South Dakota and large area of Minnesota. Sick of spending money without coverage,1274476
1274771,Wed Oct 18 22:13:10 +0000 2017,@sprintcare Wish you would have said that at the time...  i'm a satisfied verizon customer now.,1274770
1275740,Thu Oct 26 16:55:32 +0000 2017,@sprintcare I don't need the now 2 tracking numbers. There was a problem w delivery,1275739
1275745,Thu Oct 26 15:28:24 +0000 2017,@sprintcare I will most certainly see what you guys have to offer!,1261545
1276785,Thu Oct 26 18:17:20 +0000 2017,"@sprintcare And your chat that you link people to, takes entirely too long to get an answer. It's not even really a chat.  Takes 40 min to get answer.",1276784
1277537,Thu Oct 26 16:12:49 +0000 2017,@sprintcare No network. All day.,1277538
1277541,Thu Oct 26 16:25:26 +0000 2017,@sprintcare 08096,1277540
1278327,Mon Oct 16 06:33:28 +0000 2017,@sprintcare 00693,1278329
1279365,Thu Oct 26 16:41:52 +0000 2017,"@sprintcare It's good to be back, thanks. Have a good day. 😀",1279366
1280353,Thu Oct 26 19:42:24 +0000 2017,@sprintcare @116447 Went there. Page couldn't find my address. Need a new phone &amp; plan. Store near me is not corporate. Who can help?,1280352
1280355,Thu Oct 26 19:54:05 +0000 2017,@sprintcare That's the only way to get a good plan &amp; phone? Travel?,1280354
1280358,Thu Oct 26 19:30:13 +0000 2017,@sprintcare Totally thanks for quick response,1280357
1281002,Thu Oct 26 20:12:32 +0000 2017,@sprintcare @419723 Your LTE sucks! Lol middle of Lufkin can’t do anything with it except call &amp; text. If you’re not in WiFi good luck using your phone.,1281001
1281010,Thu Oct 26 17:15:27 +0000 2017,"@sprintcare @116447 You can't, tired of calling customer service and getting the same bad answer about you guys not having the box.",1281009
1281784,Thu Oct 26 17:22:14 +0000 2017,@sprintcare Will this be covered under my phone warranty?,1281785
1282730,Thu Oct 26 17:49:44 +0000 2017,@sprintcare Yes on extended 😒,1282729
1281786,Thu Oct 26 17:29:51 +0000 2017,@sprintcare I never said to replace. I want it fixed if it can be fixed,1281785
1283835,Tue Oct 17 18:28:55 +0000 2017,@sprintcare i wasn’t when it happened. nothing was working.,1283836
1283837,Tue Oct 17 18:23:28 +0000 2017,@sprintcare last night around 3ish. &amp; no it was fine when i woke up this morning.,1283838
1283839,Tue Oct 17 18:17:39 +0000 2017,"@sprintcare i couldn’t use my phone at all, the sprint at the top turned to “Extended 1X” then to “Extended 3G”.",1283840
1284900,Thu Oct 26 18:17:55 +0000 2017,@sprintcare What is the number to get intouch with a american rep,1284899
1284901,Thu Oct 26 18:19:10 +0000 2017,@sprintcare I should have stayed with @115911  the customer service is great and you can speak to someone u can understand and they understand you,1284899
1284904,Thu Oct 26 18:34:52 +0000 2017,@sprintcare Ok we will.see,1284903
1284905,Thu Oct 26 19:50:13 +0000 2017,@sprintcare So now yall have me in a secured chat on hold for over 20 mins @sprintcare customer service sucks,1284903
1284907,Thu Oct 26 19:56:42 +0000 2017,@sprintcare Im on the secured chat and yall have me on hold https://t.co/QlmNP3vUWS,1284906
1284911,Thu Oct 26 20:20:09 +0000 2017,@sprintcare This would be the 3 time yall said that hasn't been anyone yet,1284910
1284912,Thu Oct 26 20:00:46 +0000 2017,@sprintcare Beek patience for over a hr,1284909
1287135,Sat Oct 28 00:46:35 +0000 2017,@sprintcare Done,1287134
1287136,Sat Oct 28 00:31:08 +0000 2017,@sprintcare Was hoping u guys woulda been prepared for IphoneX pre-order demand. Was a poor customer experience.,1287137
1287378,Thu Oct 26 19:18:34 +0000 2017,@sprintcare I called they said l had to pay 400.   And turn the phone in,1287377
1287386,Thu Oct 26 19:19:01 +0000 2017,@sprintcare Thank you l will,1287381
1287926,Thu Oct 26 19:31:18 +0000 2017,"@sprintcare Yea , not sure how much longer . Bill start at$60 end up at $126.00 crazy",1287925
1287929,Tue Nov 07 00:59:37 +0000 2017,@sprintcare @421237 But you don't answer the direct message? I'm waiting still,1287927
1287935,Thu Oct 26 19:43:01 +0000 2017,@sprintcare @421241 Yeah what my mans said fuck y'all niggas pull up 😤😂🛴,1287934
1287936,Thu Oct 26 19:31:05 +0000 2017,@sprintcare Nope .. ya had your time,1287934
1287943,Thu Oct 26 19:20:32 +0000 2017,@sprintcare DM sent,1287942
1287944,Thu Oct 26 20:17:06 +0000 2017,@sprintcare Sent the info requested,1287942
1288670,Thu Oct 26 19:47:05 +0000 2017,@sprintcare Yes we took them to a sprint store but they told us they couldn’t do anything because we bought refurb phones,1288669
1288674,Thu Oct 26 19:51:20 +0000 2017,@sprintcare No they don’t,1288672
1289443,Thu Oct 26 20:05:45 +0000 2017,@sprintcare So much better pricing!!  Since @115725 doesn't care about my business any longer.  Thanks for the info!! #canyouhearmenow #thatsajoke,1289442
1289446,Thu Oct 26 19:54:12 +0000 2017,"@sprintcare What future interruptions? As long as I’m paying, there will b no interruptions",1289448
1289459,Thu Oct 26 20:12:35 +0000 2017,@sprintcare @116447 3 mile radius from center of 28262 zip code,1289458
1289462,Fri Oct 27 00:06:22 +0000 2017,@sprintcare @116447 Lets stay in touch,1289461
1289463,Wed Nov 01 23:54:14 +0000 2017,@sprintcare @116447 Just checking in....hope you have good news,1289461
1289464,Sat Nov 04 02:10:52 +0000 2017,@sprintcare @116447 Have you heard from your Engineers??,1289461
1289466,Sat Nov 04 02:25:19 +0000 2017,"@sprintcare I'm sprint customer over 11 years. Tried calling customer care, received router. Not helpful. Need permanent solution. This was last resort",1289465
1289469,Sat Nov 04 14:04:16 +0000 2017,@sprintcare How do I do that?,1289468
1289467,Sat Nov 04 14:22:23 +0000 2017,@sprintcare Sounds like I cannot DM @116447,1289465
1290136,Thu Oct 26 20:17:30 +0000 2017,@sprintcare Thank you. Just did,1290135
1290753,Thu Oct 26 20:32:29 +0000 2017,@sprintcare It’s been more than 30 mins and I still haven’t gotten an explanation of the current charges on my bill. Your agent is not answering my q’s,1290752
1290759,Thu Oct 26 20:22:41 +0000 2017,"@sprintcare You’re Service is terrible in Lufkin, Tx. Says we have LTE but you can’t do anything on it but text. You’re a joke.",1290761
1290766,Thu Oct 26 19:43:43 +0000 2017,@sprintcare Ive already gone through this crap already,1290768
1291531,Thu Oct 26 20:37:04 +0000 2017,@sprintcare You should know the areas by now: 49348 and 49333,1291530
1291534,Thu Oct 26 21:03:28 +0000 2017,@sprintcare Just the same garbage @115714 service as usual? https://t.co/84w5DRIjuU,1291533
1292516,Thu Oct 26 21:04:41 +0000 2017,@sprintcare @116447 I heard that before as well and your results are the same.  I would really like to send a private email to corporate.  My story needs an ear,1292515
1292517,Thu Oct 26 20:49:04 +0000 2017,@sprintcare @116447 I've tried that several times.  I need to speak to someone with authority to make definitive decisions.,1292519
1292524,Thu Oct 26 21:00:29 +0000 2017,"@sprintcare I will be calling. Apparently, having thing in writing isn’t enough for you guys either.",1292523
1292525,Thu Oct 26 20:57:02 +0000 2017,"@sprintcare Well, guess what? That’s what we were told before we got dropped from our call after an hour on the phone and multiple transfers. INSANE!!",1292526
1292527,Thu Oct 26 20:54:31 +0000 2017,@sprintcare And when the hell did this happen? Why does it take an act of Congress to accomplish an upgrade for a service WE PAY FOR?!,1292528
1292536,Thu Oct 26 20:55:59 +0000 2017,@sprintcare Already did this morning! You’re not paying attention here. It’s reflected on my account.,1292535
1292530,Thu Oct 26 20:53:50 +0000 2017,"@sprintcare We have now tried 3 Times to get this accomplished, to no avail, only to be told fraud management blocked upgrades on my account? FOR WHAT?!",1292528
1292538,Fri Oct 27 05:42:40 +0000 2017,@sprintcare @422256 DEAD,1292537
1292529,Thu Oct 26 20:55:23 +0000 2017,"@sprintcare I’ve given my pin, my security password, an authorization code, added him as an delegate, only to be dropped after AN HOUR on the phone!!!",1292528
1292531,Thu Oct 26 20:53:06 +0000 2017,@sprintcare I would like to understand how adding my brother to my account as a delegate so he can upgrade without me turned into our upgrades blocked?,1292528
1292544,Thu Oct 26 20:51:58 +0000 2017,"@sprintcare No need DM you don't giving us service since sep20 and you know it you think that San Juan is PR, I started looking offers in other carriers",1292543
1289449,Thu Oct 26 19:50:36 +0000 2017,@sprintcare @115725 or @127718 do y’all have any decent price plans for four lines?,1289448
1292926,Tue Oct 17 19:01:26 +0000 2017,@sprintcare @116447 Sorry it would have yo be lg g7 or lg v40 with the silver color,1292925
1292929,Tue Oct 17 20:15:59 +0000 2017,"@sprintcare @116447 Sorry, i will only go for Silver V30
.. You are fired",1292928
1293378,Thu Oct 26 21:30:39 +0000 2017,@sprintcare I shall try.,1293377
1293384,Fri Oct 27 01:03:29 +0000 2017,@sprintcare Apparently we have different definitions of the word shortly,1293383
1294581,Thu Nov 02 07:25:28 +0000 2017,@sprintcare Ok,1294580
1294773,Thu Oct 26 21:30:38 +0000 2017,@sprintcare I want an escalation team members to call me,1294772
1294777,Fri Oct 27 01:39:16 +0000 2017,@sprintcare Well I talked to someone and they were supposed to call me back after going over my bill and they never called me back,1294776
1296074,Thu Oct 26 23:04:57 +0000 2017,@sprintcare Did u get the series of messages I sent earlier,1296073
1296075,Thu Oct 26 21:21:24 +0000 2017,@sprintcare I just sent a thread to your @sprintcare address,1296076
1296552,Thu Oct 26 22:15:54 +0000 2017,@sprintcare Yes and have been since Jan/feb of this year,1296551
1296562,Thu Oct 26 21:48:24 +0000 2017,@sprintcare Ok. What if I do it online,1296561
1296563,Thu Oct 26 21:24:56 +0000 2017,@sprintcare Ok. I went to the sprint store today and there were telling me to come in the store tomorrow to preorder the iPhone X. Do I have to,1296565
1296609,Tue Oct 17 20:15:20 +0000 2017,@sprintcare I have been trying to post since Friday.  Just was able to get good signal to finally post today. 3 days later...,1296608
1297236,Fri Oct 27 02:19:20 +0000 2017,@sprintcare @423149 Literally gonna dm “take that shit down bro”,1297235
1297677,Thu Oct 26 22:30:06 +0000 2017,"@sprintcare At this juncture, I’m just ready to leave. Sprint only cares about $$$$",1297676
1297684,Thu Oct 26 22:30:50 +0000 2017,@sprintcare Now,1297683
1297685,Thu Oct 26 22:32:21 +0000 2017,"@sprintcare I told the rep if we couldn’t resolve this today, I’d be calling tomorrow to formally cancel my acct.",1297683
1297678,Thu Oct 26 22:25:17 +0000 2017,@sprintcare @sprintcare I’ve now spoken to THREE AGENTS now - all basically told me they couldn’t help,1297676
1297679,Thu Oct 26 22:27:59 +0000 2017,@sprintcare You are welcome to call me at 914 720 7471,1297676
1297680,Thu Oct 26 22:26:52 +0000 2017,@sprintcare I have zero faith in Sprint,1297676
1297681,Thu Oct 26 22:26:12 +0000 2017,@sprintcare This despite my INSISTENCE we try so I wouldn’t have to leave after almost 2 decades!!,1297676
1297688,Thu Oct 26 22:21:50 +0000 2017,@sprintcare I’ve been messaging you guys all day about this situation. You guys are doing nothing to solve it,1297687
1298211,Thu Oct 26 22:45:47 +0000 2017,"@sprintcare Randomly, google this time, FB last time",1298210
1298214,Thu Oct 26 22:59:50 +0000 2017,@sprintcare Did that. Every time I try to see this Snopes article this advert takes over. Still haven’t seen article https://t.co/sLUsiDxj0o,1298213
1298215,Thu Oct 26 23:00:03 +0000 2017,@sprintcare  https://t.co/v3bqurr4E0,1298213
1298787,Thu Oct 26 22:52:43 +0000 2017,@sprintcare @268860 Your customer service sucks either way,1298786
1299230,Fri Oct 27 01:10:47 +0000 2017,"@sprintcare seems to be everywhere, at home with wifi and away on sprint network",1299229
1299862,Thu Oct 26 23:35:35 +0000 2017,@sprintcare You need to hire more reps to handle the demand of all customers in a respectable time or train all reps the same to assist in all stores,1299861
1299865,Thu Oct 26 23:53:48 +0000 2017,@sprintcare Yes,1299864
1299872,Thu Oct 26 23:29:37 +0000 2017,@sprintcare Ok I am now following you,1299871
1299876,Thu Oct 26 23:31:22 +0000 2017,@sprintcare @sprintcare I already tried to get help and I got hung up on 3 times @115714,1299875
1302028,Fri Oct 27 00:26:20 +0000 2017,"@sprintcare Growing up, I always had the picture of sprint being better than metro that’s why it costed so much more, wth happend?",1302030
1302033,Fri Oct 27 00:23:29 +0000 2017,@sprintcare @116447 Define shortly.... https://t.co/OJdYkSJ9bh,1301650
1302034,Fri Oct 27 00:34:16 +0000 2017,@sprintcare @116447  https://t.co/r0JEaNkH55,1301650
1302036,Fri Oct 27 00:19:09 +0000 2017,@sprintcare I want to make a call,1302035
1302031,Fri Oct 27 00:25:42 +0000 2017,"@sprintcare Improve your internet speed, it’s impossible that @126302 can download a video faster than sprint, from what I remember growing up....",1302030
1302041,Fri Oct 27 00:33:06 +0000 2017,@sprintcare @424288 I’m having the same when people call me from cellphones,1302040
1302533,Fri Oct 27 00:33:43 +0000 2017,@sprintcare Called back in and was told I had to pay around 400 something to upgrade my phone,1302534
1302535,Fri Oct 27 00:32:46 +0000 2017,"@sprintcare I was told that after my last payment, that my upgrade would be free and I just would have to send my phone back. Then I called back",1302534
1303029,Fri Oct 27 01:18:02 +0000 2017,@sprintcare That is a typical Sprint customer service answer. Good thing I don’t have anyone worth calling on Sprint. Have your eng. call TM engineers,1303028
1303033,Fri Oct 27 00:56:54 +0000 2017,"@sprintcare My account shows there’s already an upgrade ordered on my line when I log in. When I call CS, they can’t see it. But I can’t order.",1303034
1303482,Fri Oct 27 01:08:53 +0000 2017,"@sprintcare any number that calls , for the last 3 hours",1303483
1303486,Fri Oct 27 01:11:15 +0000 2017,@sprintcare I have to leave until you fix the issue because I’m moving here &amp; need to get things in life figured out. I might return to you might not.,1303485
1303494,Fri Oct 27 01:25:19 +0000 2017,@sprintcare Not PDT time?,1303493
1304415,Fri Oct 27 03:38:50 +0000 2017,@sprintcare The customer service as well as the service became really horrible before I left. That's why I feel this way. Have a good day,1304414
1304419,Thu Oct 26 12:23:23 +0000 2017,"@sprintcare @424818 Sprint is horrible. Calls/texts don't go thru. Then they want to DM. Then, they will tell you to go pound salt. 
#TrustMe
#ThankMeLater",1304420
1304905,Fri Oct 27 02:17:03 +0000 2017,@sprintcare Yes thanks for the info,1304904
1304910,Fri Oct 27 02:03:07 +0000 2017,"@sprintcare @116447 I can't take credit for the ""feedback"" about Sprint management, that came from several of your network analysts",1304909
1304911,Fri Oct 27 01:53:32 +0000 2017,"@sprintcare @116447 They already know what the issues are, the problem is that Sprint management cancels/won't approve upgrades",1304912
1304913,Fri Oct 27 01:38:55 +0000 2017,"@sprintcare @116447 I'm tired of the apologies, I want results and reimbursement for the services you've failed to render",1304914
1304917,Fri Oct 27 02:08:17 +0000 2017,@sprintcare You’re terrible,1304916
1304920,Fri Oct 27 02:59:16 +0000 2017,@sprintcare Nah tell your boy to go back to version like I’m going to #canyouhearmenow,1304919
1304923,Fri Oct 27 17:56:23 +0000 2017,@sprintcare I’ve had functioning service on the Sprint network for 5 minutes of the last 36 hours...,1304922
1305131,Tue Oct 17 22:58:30 +0000 2017,"@sprintcare My phone almost caught on fire. The insurance isn't being helpful the website won't let me upload,  I'm over it!",1305130
1305132,Tue Oct 17 22:56:53 +0000 2017,"@sprintcare I am having the hardest time trying to get my phone replaced.  I, keep getting run around from the different depts and I'm over it",1305130
1305138,Tue Oct 17 10:51:44 +0000 2017,@sprintcare Service is out all over my area!!,1305142
1305383,Fri Oct 27 02:13:15 +0000 2017,@sprintcare I need someone who really can make s**t happen.,1305382
1305384,Fri Oct 27 02:12:09 +0000 2017,@sprintcare Just received in mail.Can I get a human on the phone? We will not solve this on twitter.Please&amp;thank you.Hospitality please.Customer care..,1305382
1305385,Fri Oct 27 02:07:14 +0000 2017,"@sprintcare Drop calls, iPhone blacking out. Got a new one, within 8 days phone Blacked out. no corporate store wanted 2 return, switch it or help me.",1305387
